@relation tables

@attribute maxHorizontalSimilarity numeric
@attribute maxVerticalSimilarity numeric
@attribute avgHorizontalSimilarity numeric
@attribute avgVerticalSimilarity numeric
@attribute diffMaxSimilarity numeric
@attribute diffAvgSimilarity numeric
@attribute geniune {true,false}
@attribute orientation {horizontal,vertical,none}

@data
0.417989,0.46,0.370635,0.403206,-0.042011,-0.032571,true,horizontal
1,0.473639,0.559224,0.436939,0.526361,0.122285,false,none
0.555556,0.690083,0.428903,0.425773,-0.134527,0.003129,true,horizontal
0.555556,0.690083,0.415911,0.429447,-0.134527,-0.013536,true,horizontal
0.555556,0.690083,0.422605,0.434641,-0.134527,-0.012036,true,horizontal
0.555556,0.690083,0.422169,0.425773,-0.134527,-0.003604,true,horizontal
0.555556,0.834711,0.431625,0.509295,-0.279155,-0.07767,true,horizontal
0.555556,0.690083,0.425185,0.434587,-0.134527,-0.009402,true,horizontal
0.555556,0.690083,0.419547,0.427167,-0.134527,-0.007621,true,horizontal
0.555556,0.690083,0.422893,0.433549,-0.134527,-0.010656,true,horizontal
0.555556,0.82,0.451617,0.508586,-0.264444,-0.056969,true,horizontal
0.555556,0.690083,0.421668,0.432467,-0.134527,-0.010799,true,horizontal
0.555556,0.690083,0.426273,0.427834,-0.134527,-0.00156,true,horizontal
0.555556,0.690083,0.419524,0.435038,-0.134527,-0.015513,true,horizontal
0.555556,0.82,0.441982,0.514427,-0.264444,-0.072446,true,horizontal
0.555556,0.690083,0.424895,0.434288,-0.134527,-0.009393,true,horizontal
0.555556,0.834711,0.432123,0.508331,-0.279155,-0.076208,true,horizontal
0.555556,0.690083,0.420414,0.431257,-0.134527,-0.010842,true,horizontal
0.555556,0.690083,0.412012,0.429814,-0.134527,-0.017803,true,horizontal
0.555556,0.690083,0.421745,0.435321,-0.134527,-0.013576,true,horizontal
0.555556,0.690083,0.422338,0.432303,-0.134527,-0.009965,true,horizontal
0.555556,0.690083,0.423339,0.429854,-0.134527,-0.006516,true,horizontal
0.555556,0.690083,0.423873,0.428607,-0.134527,-0.004734,true,horizontal
0.555556,0.690083,0.423873,0.428011,-0.134527,-0.004139,true,horizontal
0.555556,0.690083,0.411223,0.428893,-0.134527,-0.01767,true,horizontal
0.555556,0.82,0.440343,0.5077,-0.264444,-0.067357,true,horizontal
0.555556,0.690083,0.434351,0.434203,-0.134527,0.000149,true,horizontal
0.555556,0.834711,0.432936,0.508227,-0.279155,-0.075291,true,horizontal
0.555556,0.834711,0.426067,0.506394,-0.279155,-0.080327,true,horizontal
0.555556,0.690083,0.42235,0.429735,-0.134527,-0.007385,true,horizontal
0.555556,0.690083,0.425296,0.435199,-0.134527,-0.009903,true,horizontal
0.555556,0.690083,0.421399,0.433159,-0.134527,-0.01176,true,horizontal
0.555556,0.690083,0.436789,0.435585,-0.134527,0.001204,true,horizontal
0.555556,0.690083,0.424954,0.435229,-0.134527,-0.010275,true,horizontal
0.555556,0.834711,0.421171,0.510329,-0.279155,-0.089158,true,horizontal
0.555556,0.690083,0.421488,0.4323,-0.134527,-0.010812,true,horizontal
0.555556,0.690083,0.414618,0.433524,-0.134527,-0.018906,true,horizontal
