@relation tables

@attribute maxHorizontalSimilarity numeric
@attribute maxVerticalSimilarity numeric
@attribute avgHorizontalSimilarity numeric
@attribute avgVerticalSimilarity numeric
@attribute diffMaxSimilarity numeric
@attribute diffAvgSimilarity numeric
@attribute geniune {true,     false}
@attribute orientation {horizontal,     vertical,     none}

@data
0.5,     0.2,     0.25,     0.2,     0.3,     0.05,     							  true,     horizontal
0.331361,     0.966676,     0.244603,     0.412232,     -0.635315,     -0.167629,   	false,     none
0.365079,     1,     0.291383,     0.714473,     -0.634921,     -0.42309,     		   true,     horizontal
0.252973,     0.808546,     0.236211,     0.432663,     -0.555573,     -0.196452,    	false,     none
1,     0.579365,     0.778426,     0.449735,     0.420635,     0.32869,     		   true,     horizontal
0.46,     0.632482,     0.302474,     0.383113,     -0.172482,     -0.080639,     			true,     horizontal
0.625,     0.953515,     0.585801,     0.876093,     -0.328515,     -0.290292,     	   true,     horizontal
0.359477,     0.451389,     0.344538,     0.38119,     -0.091912,     -0.036652,    	false,     none
0.175737,     0.68,     0.160188,     0.441579,     -0.504263,     -0.281391,     		false,     none
0.422222,     1,     0.422222,     0.614994,     -0.577778,     -0.192772,     		   true,     horizontal
0.279435,     0.476371,     0.266346,     0.343573,     -0.196935,     -0.077227,    true,     horizontal
0.5,     0.225784,     0.457271,     0.221502,     0.274216,     0.235769,     			true,     horizontal
0.625,     0.975313,     0.536844,     0.892366,     -0.350313,     -0.355522,     	false,     none
0.277143,     0.23858,     0.235082,     0.219774,     0.038563,     0.015308,     		false,     none
0.625,     0.313821,     0.395696,     0.225675,     0.311179,     0.170022,     		false,     none
0.303891,     0.24867,     0.242521,     0.220954,     0.055221,     0.021567,     	   true,     horizontal
0.232308,     0.722222,     0.223636,     0.524306,     -0.489915,     -0.30067,       true,     horizontal
0.358025,     0.295918,     0.344568,     0.254094,     0.062106,     0.090474,        true,     horizontal
0.240281,     0.714286,     0.207798,     0.433992,     -0.474004,     -0.226194,    true,     horizontal
0.558244,     0.267602,     0.446899,     0.258622,     0.290642,     0.188278,     	true,     vertical
0.422222,     1,     0.422222,     0.614994,     -0.577778,     -0.192772,     		   true,     horizontal
0.352071,     0.994872,     0.271373,     0.491008,     -0.642801,     -0.219635,    true,     horizontal
0.32,     0.76,     0.286667,     0.436806,     -0.44,     -0.150139,     			   true,     horizontal
0.397302,     0.27709,     0.337189,     0.251617,     0.120212,     0.085572,     	 true,     horizontal
0.470085,     0.076999,     0.397537,     0.06757,     0.393086,     0.329967,     	   false,     none
0.555556,     0.398554,     0.350427,     0.269635,     0.157001,     0.080793,     	false,     none
0.555556,     1,     0.393044,     0.602244,     -0.444444,     -0.2092,     		  true,     horizontal

